Selection	Begin Time (s)	End Time (s)
216	3687.555750	3690.284250
217	3695.078250	3698.189250
218	3707.930250	3709.103250
219	3722.490750	3723.510750
220	3750.030750	3754.901250
221	3759.669750	3761.480250
222	3763.316250	3764.565750
223	3775.683750	3776.882250
224	3793.151250	3794.171250
225	3808.655250	3810.236250
226	3815.922750	3817.605750
227	3823.113750	3824.541750
228	3851.291250	3852.413250
229	3852.719250	3853.994250
230	3854.861250	3859.400250
231	3878.321250	3879.723750
232	3895.686750	3901.220250
233	3950.664750	3955.637250
234	3967.851750	3969.738750
235	3980.423250	3986.160750
236	4004.826750	4007.988750
237	4008.651750	4011.023250
238	4020.279750	4021.656750
239	4027.062750	4028.388750
240	4036.038750	4041.801750
241	4059.626250	4063.731750
242	4092.113250	4097.519250
243	4172.973750	4174.070250
244	4225.860750	4227.977250
245	4259.979750	4261.050750
246	4292.033250	4293.945750
247	4296.113250	4297.413750
248	4299.428250	4300.524750
249	4300.779750	4302.284250
250	4339.973250	4341.095250
251	4352.672250	4354.686750
252	4403.978250	4406.630250
253	4422.695250	4424.250750
254	4430.421750	4431.467250
255	4440.621750	4443.044250
256	4444.217250	4446.486750
257	4456.610250	4459.899750
258	4475.123250	4477.545750
259	4496.084250	4497.512250
260	4510.823250	4514.418750
261	4528.520250	4529.667750
262	4541.525250	4542.621750
263	4549.328250	4550.858250
264	4554.606750	4555.703250
265	4565.877750	4568.427750
266	4605.912750	4608.462750
267	4636.742250	4638.017250
268	4640.388750	4641.663750
269	4646.840250	4648.115250
270	4686.594750	4687.844250
271	4691.898750	4693.097250
272	4700.237250	4701.333750
273	4705.056750	4706.382750
274	4712.349750	4713.675750
275	4714.134750	4715.894250
276	4745.958750	4747.284750
277	4751.492250	4752.843750
278	4754.424750	4755.444750
279	4760.009250	4761.233250
280	4802.951250	4804.022250
281	4819.653750	4820.673750
282	4833.576750	4835.183250
283	4837.350750	4839.288750
284	4853.262750	4855.073250
285	4879.706250	4880.853750
286	4901.585250	4902.885750
287	4908.852750	4909.898250
288	4944.986250	4946.847750
289	4947.281250	4952.075250
290	4954.548750	4955.823750
291	4958.144250	4959.623250
292	4973.826750	4974.923250
293	5000.780250	5002.412250
294	5019.726750	5021.511750
295	5035.230750	5036.684250
296	5068.967250	5071.032750
297	5100.816750	5102.142750
298	5106.426750	5108.262750
299	5112.240750	5113.668750
300	5128.484250	5129.937750
301	5131.646250	5132.666250
302	5159.543250	5160.920250
303	5163.725250	5164.974750
304	5169.105750	5170.661250
305	5171.910750	5173.032750
306	5179.050750	5182.059750
307	5184.201750	5185.680750
308	5191.545750	5192.846250
309	5217.326250	5218.499250
310	5231.682750	5235.201750
311	5246.778750	5248.359750
312	5269.626750	5272.839750
313	5286.635250	5288.139750
314	5305.658250	5307.417750
315	5324.783250	5327.154750
316	5328.302250	5330.775750
317	5340.108750	5341.256250
318	5344.290750	5345.489250
319	5384.478750	5387.232750
320	5394.245250	5396.361750
321	5396.667750	5397.687750
322	5408.856750	5410.157250
323	5435.223750	5439.966750
324	5448.509250	5449.860750
325	5530.644750	5532.404250
326	5542.961250	5544.032250
327	5557.929750	5560.479750
328	5561.576250	5563.157250
329	5567.951250	5569.175250
330	5574.912750	5579.145750
331	5607.858750	5610.536250
332	5617.472250	5619.588750
333	5625.530250	5626.805250
334	5632.058250	5633.435250
335	5637.974250	5639.147250
336	5644.553250	5646.287250
337	5656.359750	5657.966250
338	5678.825250	5680.151250
339	5685.761250	5687.112750
340	5690.402250	5693.003250
341	5728.040250	5729.340750
342	5740.688250	5742.167250
343	5743.544250	5746.884750
344	5752.010250	5753.438250
345	5767.998750	5770.650750
346	5786.307750	5790.540750
347	5806.223250	5812.419750
348	5844.269250	5849.751750
349	5852.939250	5854.214250
350	5872.115250	5873.390250
351	5917.862250	5919.111750
352	5919.698250	5921.585250
353	5939.307750	5940.353250
354	5984.009250	5985.105750
355	6004.460250	6006.066750
356	6013.793250	6015.093750
357	6019.836750	6021.545250
358	6025.574250	6027.461250
359	6042.455250	6043.500750
360	6054.746250	6055.817250
361	6060.024750	6061.988250
362	6083.969250	6085.218750
363	6088.686750	6090.038250
364	6103.043250	6104.318250
365	6106.766250	6108.678750
366	6109.010250	6110.616750
367	6114.747750	6116.303250
368	6118.088250	6120.689250
369	6126.783750	6128.007750
370	6128.619750	6129.945750
371	6139.559250	6140.579250
372	6156.899250	6159.806250
373	6170.286750	6171.306750
374	6189.513750	6191.324250
375	6236.790750	6240.233250
376	6245.103750	6247.398750
377	6250.050750	6251.249250
378	6276.570750	6277.820250
379	6305.334750	6307.629750
380	6325.403250	6331.421250
381	6339.581250	6341.187750
382	6350.877750	6353.657250
383	6365.438250	6366.534750
384	6399.914250	6401.163750
385	6406.085250	6407.564250
386	6435.155250	6438.036750
387	6450.531750	6451.857750
388	6453.642750	6455.784750
389	6470.141250	6471.212250
390	6472.512750	6474.450750
391	6493.244250	6496.508250
392	6512.700750	6514.128750
393	6575.685750	6576.858750
394	6582.137250	6583.208250
395	6588.104250	6589.481250
396	6600.089250	6601.211250
397	6609.167250	6610.391250
398	6645.020250	6646.652250
399	6661.136250	6662.385750
400	6663.941250	6665.267250
401	6674.141250	6676.079250
402	6678.017250	6679.598250
403	6680.159250	6681.689250
404	6693.342750	6694.617750
405	6699.462750	6701.222250
406	6707.801250	6711.677250
407	6711.932250	6713.436750
408	6715.910250	6717.516750
409	6717.797250	6719.174250
410	6726.492750	6727.614750
411	6747.861750	6749.901750
412	6762.320250	6764.487750
413	6771.041250	6773.973750
414	6788.865750	6790.013250
415	6790.625250	6791.849250
416	6815.487750	6817.425750
417	6825.968250	6828.161250
418	6829.589250	6830.915250
419	6839.967750	6841.676250
420	6864.855750	6866.054250
421	6866.487750	6867.533250
422	6869.088750	6872.760750
423	6882.629250	6883.674750
424	6920.802750	6922.587750
425	6929.600250	6931.614750
426	6936.128250	6937.224750
427	6938.040750	6939.468750
428	6967.008750	6968.895750
429	7025.403750	7026.525750
430	7040.015250	7041.213750
431	7046.339250	7047.512250
432	7052.229750	7053.708750
433	7054.346250	7056.947250
434	7077.347250	7079.361750
435	7099.532250	7100.807250
436	7113.404250	7115.265750
437	7119.855750	7121.079750
438	7126.307250	7127.378250
439	7132.937250	7134.135750
440	7139.337750	7140.587250
441	7155.938250	7157.187750
442	7158.437250	7160.069250
443	7161.981750	7163.843250
444	7166.316750	7168.305750
445	7171.977750	7173.354750
446	7177.817250	7179.755250
447	7189.113750	7192.199250
448	7201.506750	7202.552250
449	7211.069250	7213.083750
450	7217.495250	7219.152750
451	7223.538750	7224.788250
452	7225.145250	7228.256250
453	7229.480250	7231.571250
454	7232.897250	7234.886250
455	7252.914750	7255.209750
456	7270.356750	7271.402250
457	7302.180750	7305.342750
458	7305.674250	7307.586750
459	7321.101750	7322.708250
460	7324.824750	7326.660750
461	7337.982750	7339.283250
462	7358.535750	7361.646750
463	7362.258750	7364.477250
464	7380.236250	7382.021250
465	7383.117750	7384.265250
466	7390.053750	7391.303250
467	7408.337250	7410.224250
468	7421.010750	7424.325750
469	7448.321250	7451.636250
470	7452.018750	7453.115250
471	7477.493250	7479.150750
472	7483.868250	7485.653250
473	7490.396250	7492.028250
474	7495.955250	7497.128250
475	7497.408750	7498.556250
476	7502.891250	7503.987750
477	7508.883750	7511.255250
478	7514.927250	7515.947250
479	7551.723750	7553.075250
480	7555.701750	7557.461250
481	7558.022250	7559.960250
482	7567.227750	7568.528250
483	7573.755750	7574.954250
484	7605.222750	7607.492250
485	7612.541250	7614.351750
486	7620.369750	7622.256750
487	7626.897750	7628.045250
488	7629.549750	7631.003250
489	7632.099750	7633.961250
490	7636.766250	7637.786250
491	7639.086750	7640.285250
492	7644.365250	7645.691250
493	7649.057250	7651.454250
494	7666.983750	7668.105750
495	7669.329750	7670.375250
496	7702.122750	7703.448750
497	7724.715750	7725.863250
498	7741.214250	7742.336250
499	7772.936250	7774.440750
500	7778.801250	7782.932250
501	7789.332750	7790.403750
502	7797.416250	7798.436250
503	7817.969250	7819.193250
504	7885.034250	7886.207250
505	7899.441750	7903.113750
506	7906.989750	7908.137250
507	7911.936750	7912.956750
508	7924.278750	7927.389750
509	7933.688250	7937.283750
510	7955.949750	7956.969750
511	7957.301250	7959.315750
512	7965.002250	7966.889250
513	7985.274750	7986.524250
514	7986.702750	7988.717250
515	7991.955750	7993.485750
516	8013.426750	8014.446750
517	8021.790750	8022.938250
518	8024.187750	8026.788750
519	8029.950750	8031.047250
520	8032.704750	8033.775750
521	8046.755250	8048.030250
522	8048.514750	8049.662250
523	8049.942750	8051.498250
524	8067.716250	8071.413750
525	8106.807750	8110.097250
526	8121.878250	8123.790750
527	8124.198750	8126.621250
528	8135.087250	8136.642750
529	8140.722750	8143.757250
530	8145.567750	8148.015750
531	8149.265250	8150.591250
532	8162.168250	8163.264750
533	8179.992750	8182.134750
534	8192.462250	8198.684250
535	8199.321750	8201.591250
536	8217.375750	8218.803750
537	8222.909250	8224.694250
538	8242.544250	8243.921250
539	8250.117750	8255.039250
540	8256.084750	8257.691250
541	8268.375750	8271.843750
542	8274.597750	8275.745250
543	8281.737750	8282.783250
544	8285.562750	8286.939750
545	8300.862750	8302.596750
546	8303.718750	8305.427250
547	8305.886250	8309.558250
548	8309.889750	8311.649250
549	8327.535750	8329.091250
550	8358.849750	8361.731250
551	8363.312250	8365.989750
552	8367.825750	8369.024250
553	8420.381250	8421.503250
554	8424.512250	8425.838250
555	8470.871250	8471.891250
556	8487.981750	8489.919750
557	8495.300250	8497.391250
558	8503.995750	8505.372750
559	8521.718250	8523.860250
560	8530.413750	8531.561250
561	8538.905250	8541.429750
562	8545.203750	8546.427750
563	8549.054250	8552.241750
564	8573.304750	8575.089750
565	8578.430250	8579.960250
566	8584.550250	8585.850750
567	8601.482250	8602.910250
568	8607.321750	8609.948250
569	8620.709250	8621.754750
570	8654.394750	8655.695250
571	8656.230750	8657.327250
572	8661.407250	8664.671250
573	8667.195750	8669.337750
574	8708.709750	8709.755250
575	8716.155750	8717.303250
576	8749.280250	8751.218250
577	8763.840750	8765.447250
578	8814.585750	8819.073750
579	8823.740250	8824.811250
580	8831.211750	8832.282750
581	8837.127750	8838.479250
582	8869.563750	8874.434250
583	8921.532750	8927.780250
584	8935.863750	8936.960250
585	8945.885250	8948.868750
586	8979.188250	8981.483250
587	8982.375750	8985.486750
588	8994.386250	8995.482750
589	8997.395250	8999.282250
590	9019.197750	9020.829750
591	9024.246750	9027.561750
592	9032.610750	9033.732750
593	9036.996750	9038.475750
594	9040.031250	9041.051250
595	9042.606750	9043.830750
596	9047.324250	9048.828750
597	9050.511750	9051.786750
598	9052.730250	9055.382250
599	9066.041250	9070.962750
600	9072.365250	9074.226750
601	9098.451750	9101.613750
602	9104.393250	9106.076250
603	9106.433250	9107.453250
604	9109.034250	9111.329250
605	9144.606750	9147.207750
606	9163.017750	9164.751750
607	9165.618750	9167.148750
608	9177.731250	9179.363250
609	9183.443250	9184.845750
610	9190.302750	9193.133250
611	9196.397250	9197.774250
612	9205.704750	9208.433250
613	9208.866750	9211.314750
614	9211.671750	9213.278250
615	9231.332250	9232.658250
616	9244.515750	9247.371750
617	9253.287750	9255.327750
618	9263.258250	9264.711750
619	9268.205250	9269.531250
620	9270.372750	9271.979250
621	9273.611250	9274.656750
622	9287.202750	9290.517750
623	9291.869250	9293.322750
624	9347.918250	9351.666750
625	9363.396750	9366.431250
626	9402.003750	9405.930750
627	9419.496750	9421.485750
628	9442.395750	9446.781750
629	9447.189750	9448.311750
630	9448.566750	9449.892750
631	9450.377250	9451.448250
632	9451.754250	9453.054750
633	9465.141750	9466.263750
634	9470.981250	9475.953750
635	9490.284750	9492.324750
636	9498.674250	9499.923750
637	9501.912750	9504.972750
638	9505.661250	9506.757750
639	9509.562750	9511.067250
640	9532.767750	9533.864250
641	9536.108250	9537.332250
642	9553.958250	9558.497250
643	9559.721250	9561.200250
644	9569.564250	9571.323750
645	9580.835250	9582.033750
646	9582.569250	9587.490750
647	9588.255750	9589.938750
648	9612.072750	9614.367750
649	9620.666250	9621.864750
650	9633.875250	9635.889750
651	9644.661750	9645.860250
652	9647.466750	9648.486750
653	9655.448250	9657.131250
654	9673.323750	9678.449250
655	9696.503250	9699.486750
656	9709.431750	9711.216750
657	9716.597250	9717.617250
658	9726.159750	9727.944750
659	9728.582250	9729.755250
660	9760.125750	9761.528250
661	9776.675250	9781.673250
662	9787.028250	9788.303250
663	9794.295750	9795.621750
664	9803.807250	9806.229750
665	9814.721250	9816.990750
666	9819.668250	9820.688250
667	9826.298250	9827.496750
668	9836.523750	9840.450750
669	9865.593750	9867.098250
670	9870.948750	9872.070750
671	9879.618750	9880.638750
672	9886.299750	9887.855250
673	9888.288750	9889.461750
674	9915.726750	9916.797750
675	9920.979750	9923.300250
676	9923.631750	9924.677250
677	9944.337750	9945.638250
678	9960.377250	9963.539250
679	9979.068750	9980.088750
680	10016.247750	10020.200250
681	10020.965250	10023.846750
682	10027.008750	10028.130750
683	10028.972250	10030.757250
684	10032.185250	10033.460250
685	10071.353250	10075.229250
686	10076.529750	10078.314750
687	10083.618750	10084.919250
688	10085.199750	10086.398250
689	10086.653250	10087.749750
690	10117.712250	10119.752250
691	10127.223750	10131.252750
692	10147.368750	10148.541750
693	10148.924250	10150.097250
694	10179.957750	10184.394750
695	10192.478250	10193.625750
696	10197.756750	10199.057250
697	10205.865750	10207.370250
698	10210.379250	10211.603250
699	10229.376750	10230.651750
700	10234.986750	10237.052250
701	10241.973750	10248.374250
702	10281.065250	10282.136250
703	10298.303250	10300.139250
704	10300.445250	10302.816750
705	10311.053250	10312.685250
706	10315.464750	10316.586750
707	10322.222250	10323.395250
708	10341.653250	10343.718750
709	10353.587250	10355.652750
710	10367.892750	10369.065750
711	10369.805250	10372.533750
712	10398.849750	10399.869750
713	10413.920250	10415.399250
714	10463.568750	10466.246250
715	10483.025250	10484.631750
716	10504.190250	10505.286750
717	10507.632750	10508.703750
718	10519.694250	10520.994750
719	10533.132750	10534.254750
720	10543.026750	10544.327250
721	10554.119250	10555.215750
722	10571.586750	10574.060250
723	10579.925250	10582.500750
724	10615.013250	10617.078750
725	10632.761250	10637.376750
726	10637.657250	10642.068750
727	10646.862750	10649.565750
728	10662.086250	10663.284750
729	10670.960250	10674.351750
730	10686.923250	10688.606250
731	10702.070250	10703.804250
732	10704.926250	10708.062750
733	10737.413250	10739.198250
734	10739.657250	10742.207250
735	10746.312750	10748.429250
736	10753.095750	10754.574750
737	10759.317750	10760.363250
738	10769.160750	10770.410250
739	10775.535750	10776.657750
740	10780.508250	10781.706750
741	10787.469750	10788.566250
742	10799.276250	10802.132250
743	10815.545250	10819.115250
744	10830.794250	10835.664750
745	10876.286250	10879.218750
746	10886.792250	10892.045250
747	10912.037250	10913.796750
748	10918.284750	10919.432250
749	10920.605250	10922.186250
750	10922.823750	10924.787250
751	10943.529750	10947.992250
752	10958.549250	10959.620250
753	10973.874750	10975.812750
754	10989.404250	10990.653750
755	11000.292750	11004.423750
756	11030.408250	11033.723250
757	11034.003750	11036.298750
758	11045.325750	11046.830250
759	11061.696750	11065.700250
760	11066.771250	11067.944250
761	11087.987250	11089.466250
762	11089.721250	11092.347750
763	11107.188750	11109.585750
764	11159.591250	11161.529250
765	11162.166750	11163.186750
766	11163.671250	11164.691250
767	11181.852750	11182.949250
768	11232.852750	11234.076750
769	11270.006250	11274.902250
770	11275.794750	11279.288250
771	11293.848750	11294.996250
772	11295.251250	11296.883250
773	11298.285750	11300.223750
774	11312.820750	11314.503750
775	11324.244750	11330.160750
776	11349.056250	11350.994250
777	11353.748250	11354.997750
778	11363.514750	11367.467250
779	11367.722250	11369.124750
780	11379.630750	11385.776250
781	11386.337250	11387.357250
782	11405.436750	11406.686250
783	11419.308750	11420.711250
784	11445.777750	11446.899750
785	11454.345750	11456.360250
786	11463.321750	11466.381750
787	11491.142250	11492.391750
788	11493.845250	11495.120250
789	11514.576750	11517.458250
790	11517.993750	11520.773250
791	11555.580750	11558.360250
792	11582.075250	11585.237250
793	11593.167750	11595.284250
794	11617.418250	11619.075750
795	11623.691250	11624.711250
796	11643.606750	11645.213250
797	11646.437250	11647.635750
798	11649.956250	11650.976250
799	11659.977750	11661.201750
800	11663.394750	11665.001250
801	11699.349750	11701.032750
802	11702.460750	11703.812250
803	11714.088750	11716.332750
804	11757.413250	11760.728250
805	11769.653250	11771.030250
806	11780.312250	11781.434250
807	11813.360250	11814.431250
808	11818.103250	11819.556750
809	11864.742750	11867.445750
810	11868.720750	11870.021250
811	11873.616750	11874.789750
812	11912.274750	11913.957750
813	11929.716750	11931.654750
814	11932.317750	11933.873250
815	11954.961750	11956.670250
816	11967.405750	11968.910250
817	12002.519250	12003.896250
818	12004.380750	12005.936250
819	12018.023250	12019.170750
820	12020.088750	12021.644250
821	12027.407250	12028.605750
822	12031.640250	12032.889750
823	12050.943750	12052.856250
824	12058.644750	12060.353250
825	12061.271250	12062.673750
826	12068.079750	12072.363750
827	12092.432250	12094.242750
828	12114.540750	12115.764750
829	12149.169750	12150.903750
830	12151.923750	12154.244250
831	12154.499250	12156.360750
832	12159.624750	12162.098250
833	12197.670750	12198.894750
834	12204.606750	12210.981750
835	12237.935250	12239.720250
836	12281.259750	12282.840750
837	12289.139250	12290.210250
838	12297.732750	12298.752750
839	12309.972750	12311.936250
840	12318.566250	12319.713750
841	12324.125250	12325.374750
842	12336.008250	12337.028250
843	12338.022750	12341.822250
844	12356.765250	12359.519250
845	12373.467750	12374.870250
846	12415.236750	12417.353250
847	12418.934250	12420.132750
848	12424.646250	12425.895750
849	12440.889750	12442.062750
850	12450.273750	12453.180750
851	12459.402750	12460.626750
852	12466.925250	12468.378750
853	12471.311250	12472.407750
854	12493.674750	12495.000750
855	12503.033250	12505.761750
856	12507.572250	12509.612250
857	12514.635750	12516.726750
858	12517.211250	12518.333250
859	12524.555250	12528.125250
860	12576.575250	12578.921250
861	12582.618750	12585.372750
862	12593.838750	12595.394250
863	12599.219250	12600.341250
864	12609.470250	12610.898250
865	12613.856250	12617.681250
866	12637.571250	12639.050250
867	12646.037250	12647.337750
868	12647.796750	12648.995250
869	12694.512750	12697.547250
870	12697.827750	12698.949750
871	12729.651750	12735.185250
872	12751.224750	12755.712750
873	12756.732750	12758.390250
874	12767.187750	12769.125750
875	12783.252750	12789.321750
876	12804.188250	12806.789250
877	12893.846250	12895.325250
878	12895.962750	12899.048250
879	12900.195750	12901.368750
880	12905.448750	12906.545250
881	12920.442750	12921.998250
882	12922.406250	12924.701250
883	12953.490750	12954.587250
884	12955.301250	12956.780250
885	12957.111750	12958.514250
886	12959.483250	12961.395750
887	12962.339250	12963.614250
888	13013.747250	13016.730750
889	13019.102250	13021.601250
890	13040.445750	13041.593250
891	13056.281250	13057.938750
892	13064.619750	13066.838250
893	13070.535750	13073.468250
894	13087.289250	13089.992250
895	13134.311250	13135.764750
896	13154.915250	13156.394250
897	13173.938250	13175.085750
898	13183.169250	13185.693750
899	13188.855750	13189.901250
900	13199.208750	13200.228750
901	13200.560250	13202.957250
902	13220.628750	13221.929250
903	13228.278750	13229.451750
904	13249.851750	13251.126750
905	13265.457750	13266.707250
906	13274.535750	13275.734250
907	13278.411750	13281.318750
908	13309.904250	13311.561750
909	13357.385250	13359.603750
910	13364.984250	13366.820250
911	13376.076750	13377.734250
912	13381.176750	13382.732250
913	13385.384250	13388.495250
914	13420.089750	13421.823750
915	13425.852750	13427.076750
916	13431.029250	13432.329750
917	13435.925250	13439.240250
918	13475.450250	13477.362750
919	13484.987250	13486.007250
920	13491.158250	13493.478750
921	13505.795250	13507.427250
922	13532.315250	13536.293250
923	13576.379250	13577.450250
924	13590.735750	13592.571750
925	13614.068250	13616.108250
926	13616.465250	13620.494250
927	13621.743750	13622.967750
928	13655.123250	13657.571250
929	13705.613250	13706.964750
930	13708.545750	13712.421750
931	13720.938750	13722.188250
932	13722.851250	13725.605250
933	13728.359250	13730.450250
934	13761.891750	13763.727750
935	13767.374250	13769.516250
936	13774.361250	13776.095250
937	13780.047750	13781.067750
938	13785.606750	13788.003750
939	13816.308750	13817.940750
940	13818.705750	13819.827750
941	13827.350250	13828.395750
942	13830.410250	13831.710750
943	13840.049250	13841.120250
944	13862.795250	13863.917250
945	13882.277250	13886.561250
946	13902.549750	13904.538750
947	13938.836250	13940.111250
948	13956.711750	13958.394750
949	13977.978750	13979.687250
950	14001.158250	14004.498750
951	14028.672750	14030.789250
952	14041.320750	14043.437250
953	14070.339750	14071.767750
954	14082.069750	14084.772750
955	14111.828250	14113.562250
956	14113.893750	14115.908250
957	14116.265250	14120.319750
958	14122.844250	14124.170250
959	14135.823750	14137.302750
960	14137.812750	14140.184250
961	14158.824750	14161.961250
962	14190.878250	14195.085750
963	14218.367250	14219.438250
964	14234.687250	14236.370250
965	14245.728750	14248.967250
966	14294.433750	14296.269750
967	14297.876250	14304.123750
968	14330.414250	14331.459750
969	14335.386750	14336.763750
970	14349.233250	14350.814250
971	14402.757750	14404.287750
972	14406.123750	14412.906750
973	14419.409250	14420.684250
974	14461.050750	14464.544250
975	14482.802250	14487.876750
976	14506.338750	14509.653750
977	14511.387750	14514.855750
978	14519.930250	14521.332750
979	14522.735250	14523.831750
980	14537.295750	14538.876750
981	14539.208250	14541.630750
982	14542.395750	14544.690750
983	14564.606250	14565.906750
984	14579.651250	14580.747750
985	14611.271250	14612.546250
986	14629.095750	14631.824250
987	14632.155750	14635.878750
988	14638.428750	14640.774750
989	14646.588750	14648.654250
990	14685.425250	14690.984250
991	14700.521250	14701.617750
992	14733.798750	14735.787750
993	14740.352250	14744.534250
994	14760.879750	14762.103750
995	14765.214750	14766.285750
996	14766.617250	14767.841250
997	14795.432250	14796.758250
998	14797.166250	14798.339250
999	14827.103250	14829.602250
1000	14833.860750	14834.906250
1001	14841.612750	14848.038750
1002	14872.008750	14873.130750
1003	14880.806250	14882.718750
1004	14895.264750	14896.667250
